ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Sanitation Method,Idle Energy Rate for Low Temp and Dual Sanitizing Machines (kW),Idle Energy Rate for High Temp and Dual Sanitizing Machines (kW),Inseparable Booster Heater,Booster Heater Idle Energy Rate for High Temp and Dual Sanitizing Machines) (kW)   ,Water Consumption (gallons/rack),Water Consumption (gallons/hr),Water Consumption (gallons/sq. ft.),Washing Energy Consumption (kWh/rack) for Low Temp and Dual Sanitizing Machines,Washing Energy Consumption (kWh/rack) for High Temp and Dual Sanitizing Machines,Heat Recovery Machine,Heat Recovery Features,Hot Water Energy Offset Claimed,Hot Water Energy Offset (kWh/rack)  ,Racks per Hour,Pot Pan Utensil Machine Wash Area (ft2),Energy Saver Mode ,Energy Saver Mode Idle Rate (kW),Date Available on Market,Date Certified,Markets,CB Model Identifier
2383548,Moyer Diebel Ltd,Moyer Diebel,383HT,383HT,"351HT,351HT,",,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.25,No,0.25,0.84,,,,0.27,No,,No,,24,,Yes,0.25,02/01/2013,04/15/2021,United States,ES_1027470_383HT_08192021130203_1001385
2384816,Moyer Diebel Ltd,Moyer Diebel,601HT,601HT,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.25,No,0.13,0.76,,,,0.21,No,,No,,30,,Yes,0.25,01/01/2008,08/13/2021,United States,ES_1027470_601HT_09292021160444_1001426
2390273,Moyer Diebel Ltd,Moyer Diebel,601HR,601HR,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.23,No,0.16,0.72,,,,0.12,Yes,Exhaust Heat Exchanger,Yes,0.16,19,,Yes,0.23,04/29/2014,12/15/2021,United States,ES_1027470_601HR_01062022075932_1001725
3814880,Moyer Diebel Ltd,Moyer Diebel,601HRG,601HRG,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.28,No,0.14,0.64,,,,0.15,Yes,Exhaust Heat Exchanger,Yes,0.14,24,,Yes,0.28,01/14/2022,01/14/2022,United States,ES_1027470_601HRG_11252024152252_1002340
2395301,"ONNERA USA, Inc.",Fagor,CO-400W,CO-400W,",CO-402W**,; ,CO-402W,",,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.25,,0.07,0.65,,,,0.12,No,,No,,17,,No,,08/02/2016,04/22/2022,"United States, Canada",ES_1059231_CO-402W_04222022114848_5320093
2395402,"ONNERA USA, Inc.",Fagor,COP-504W,COP-504W,",COP-504W**,",,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.22,,0.11,0.66,,,,0.25,No,,No,,,,No,,03/10/2017,04/05/2017,"United States, Canada",ES_1059231_COP-504W_03102017162106_4962427
2399505,"ONNERA USA, Inc.",Fagor,CO-500W**,CO-500W**,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.29,,0.09,0.52,,,,0.23,No,,No,,24,,No,,08/02/2016,08/03/2022,"United States, Canada",ES_1059231_CO-500W**_07282022150609_2611047
2399625,"ONNERA USA, Inc.",Fagor,CO-502W,CO-502W,",CO-502W***,",,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.2,,0.08,0.39,,,,0.21,No,,No,,17,,No,,01/29/2017,03/13/2017,"United States, Canada",ES_1059231_CO-502W_02242017153256_1310693
2400252,"ONNERA USA, Inc.",Fagor,COP-174W,COP-174W,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.31,,0.17,0.67,,,,0.34,No,,No,,17,,No,,03/10/2017,03/10/2017,"United States, Canada",ES_1059231_COP-174W_08092022120051_5999719
3531189,"ONNERA USA, Inc.",Fagor,COP-174W HRS,COP-174W HRS,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.41,,0.17,0.64,,,,0.31,No,,Yes,0.14,17,,No,,05/29/2024,05/31/2024,"United States, Canada",ES_1059231_COP-174W HRS_05292024142912_5638086
3706633,"ONNERA USA, Inc.",Fagor,COP-144W,COP-144W,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.44,,,0.68,,,,0.31,No,,No,,,,No,,09/13/2024,10/14/2024,"United States, Canada",ES_1059231_COP-144W_09132024112533_9805414
3706644,"ONNERA USA, Inc.",Fagor,COP-144W-HRS,COP-144W-HRS,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.36,,,0.66,,,,0.27,No,,No,,,,No,,09/13/2024,10/02/2024,"United States, Canada",ES_1059231_COP-144W-HRS_09132024124820_6254388
2377773,Stero (A division of ITW Food Equipment Group),Stero,SD3,SD3,,,Stationary Single Tank Door,Dual Sanitizing Machine,0.26,0.53,,0.09,0.85,,,0.12,0.29,No,,No,,,,No,,02/24/2014,05/11/2021,United States,ES_1027467_SD3_09212015212213_0533556
2381317,Stero (A division of ITW Food Equipment Group),Stero,STPCW-ER-20,STPCW-ER-20,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.52,,0.17,,58.3,,,,No,,No,,,,No,,07/09/2017,06/29/2021,"United States, Canada",ES_1027467_STPCW-ER-20_062920211255843_1409602
2381983,Stero (A division of ITW Food Equipment Group),Stero,SUH,SUH,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.19,,0.09,0.74,,,,0.28,No,,No,,24,,No,,08/27/2015,07/14/2021,"United States, Canada",ES_1017903_SUH_071420211134454_4826779
2381984,Stero (A division of ITW Food Equipment Group),Stero,SUL,SUL,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.15,,,,0.74,,,0.09,,No,,No,,25,,No,,08/27/2015,07/14/2021,"United States, Canada",ES_1017903_SUL_07142021113494_7868089
2383727,Stero (A division of ITW Food Equipment Group),Stero,Stero ER Series,ER-44,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,,0.14,0.65,,,,0.34,No,,No,,223,,No,,04/01/2015,08/26/2021,"United States, Canada",ES_1027467_ER-44_082620211307165_8224237
2383728,Stero (A division of ITW Food Equipment Group),Stero,Stero ER Series,ER76SC,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,,0.14,0.65,,,,0.34,No,,No,,223,,No,,04/01/2015,08/26/2021,"United States, Canada",ES_1027467_ER76SC_082620211306909_3677470
2383729,Stero (A division of ITW Food Equipment Group),Stero,Stero ER Series,ER90S,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,,0.14,0.65,,,,0.34,No,,No,,223,,No,,04/01/2015,08/26/2021,"United States, Canada",ES_1027467_ER90S_082620211306372_2544463
2383730,Stero (A division of ITW Food Equipment Group),Stero,Stero ER Series,ER76S,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,,0.14,0.65,,,,0.34,No,,No,,223,,No,,04/01/2015,08/26/2021,"United States, Canada",ES_1027467_ER76S_082620211306438_1344666
2383731,Stero (A division of ITW Food Equipment Group),Stero,Stero ER Series,ER66S,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,,0.14,0.65,,,,0.34,No,,No,,223,,No,,04/01/2015,08/26/2021,"United States, Canada",ES_1027467_ER66S_082620211306881_3383899
2383732,Stero (A division of ITW Food Equipment Group),Stero,Stero ER Series,ER-54,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.04,,0.14,0.65,,,,0.34,No,,No,,223,,No,,04/01/2015,08/26/2021,"United States, Canada",ES_1027467_ER-44-10_082620211307709_9975647
2384322,Stero (A division of ITW Food Equipment Group),Stero,ER-64,ER-64,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,,0.14,0.45,,,,0.35,No,,No,,268,,No,,04/01/2015,09/01/2021,"United States, Canada",ES_1027467_ER-64_10132014141013_9413733
2384323,Stero (A division of ITW Food Equipment Group),Stero,ER-86S,ER-86S,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,,0.14,0.45,,,,0.35,No,,No,,268,,No,,04/01/2015,09/01/2021,"United States, Canada",ES_1027467_ER-86S_09162021123682_3864395
2384324,Stero (A division of ITW Food Equipment Group),Stero,ER-94S,ER-94S,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,,0.14,0.45,,,,0.35,No,,No,,268,,No,,04/01/2015,09/01/2021,"United States, Canada",ES_1027467_ER-94S_091620211236944_7437911
2384325,Stero (A division of ITW Food Equipment Group),Stero,ER-94SC,ER-94SC,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.79,,0.14,0.45,,,,0.35,No,,No,,268,,No,,04/01/2015,09/01/2021,"United States, Canada",ES_1027467_ER-94SC_091620211236771_7361266
2393870,Stero (A division of ITW Food Equipment Group),Stero,SG,SG,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.08,,,,1.14,,,0.08,,No,,No,,26,,Yes,0.08,03/25/2022,03/15/2022,"United States, Canada",ES_1027467_SG_01152015202331_3411250
2394998,Stero (A division of ITW Food Equipment Group),Stero,SD3T,SD3T,,,Stationary Single Tank Door,Dual Sanitizing Machine,,0.5,,0.08,0.85,,,,0.27,No,,No,,,,No,,05/02/2022,04/22/2022,"United States, Canada",ES_1027467_SD3T_042220221327271_1780968
3998247,Stero (A division of ITW Food Equipment Group),Moyer Diebel,MD2000+,MD2000+,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.43,No,0.09,0.77,,,,0.22,No,,No,,53,,No,,02/01/2025,02/05/2025,United States,ES_1027467_MD2000+_02112025091104_1002437
