ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Sanitation Method,Idle Energy Rate for Low Temp and Dual Sanitizing Machines (kW),Idle Energy Rate for High Temp and Dual Sanitizing Machines (kW),Inseparable Booster Heater,Booster Heater Idle Energy Rate for High Temp and Dual Sanitizing Machines) (kW)   ,Water Consumption (gallons/rack),Water Consumption (gallons/hr),Water Consumption (gallons/sq. ft.),Washing Energy Consumption (kWh/rack) for Low Temp and Dual Sanitizing Machines,Washing Energy Consumption (kWh/rack) for High Temp and Dual Sanitizing Machines,Heat Recovery Machine,Heat Recovery Features,Hot Water Energy Offset Claimed,Hot Water Energy Offset (kWh/rack)  ,Racks per Hour,Pot Pan Utensil Machine Wash Area (ft2),Energy Saver Mode ,Energy Saver Mode Idle Rate (kW),Date Available on Market,Date Certified,Markets,CB Model Identifier
2384824,Champion Industries,Champion,DH6000 VHR,DH6000 VHR,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.24,No,0.63,0.77,,,,0.19,Yes,Exhaust Heat Exchanger,Yes,0.19,36,,Yes,0.24,01/01/2019,09/03/2021,United States,ES_1027465_DH6000 VHR_09292021160444_1001427
2384825,Champion Industries,Champion,DH6000 VHR,DH6000 VHR,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.24,No,0.63,,,,,0.29,Yes,Exhaust Heat Exchanger,Yes,0.30,22,2.71,Yes,0.24,01/01/2019,09/03/2021,United States,ES_1027465_DH6000 VHR_09292021160444_1001428
2386068,Champion Industries,Champion,DH6000 STD,DH6000 STD,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.4,No,0.69,0.76,,,,0.22,No,,No,,52,,Yes,0.4,01/01/2019,09/23/2021,United States,ES_1027465_DH6000 STD_10122021101552_1001448
2386069,Champion Industries,Champion,DH6000 STD,DH6000 STD,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.27,,0.67,,,,,0.34,No,,No,,28,2.71,Yes,0.27,01/01/2019,09/10/2021,United States,ES_1027465_DH6000 STD_10122021101552_1001449
2386508,Champion Industries,Champion,DH6000T VHR,DH6000T VHR,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.24,No,0.63,0.77,,,,0.19,Yes,Exhaust Heat Exchanger,Yes,0.19,36,,Yes,0.24,01/01/2019,09/03/2021,United States,ES_1027465_DH6000T VHR_10262021143618_1001472
2386509,Champion Industries,Champion,DH6000T VHR,DH6000T VHR,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.24,No,0.63,,,,,0.29,Yes,Exhaust Heat Exchanger,Yes,0.30,22,2.71,Yes,0.24,01/01/2019,09/03/2021,United States,ES_1027465_DH6000T VHR_10262021143618_1001473
2386510,Champion Industries,Champion,DH6000T STD,DH6000T STD,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.4,No,0.69,0.76,,,,0.22,No,,No,,52,,Yes,0.4,01/01/2019,09/23/2021,United States,ES_1027465_DH6000T STD_10262021143618_1001474
2386512,Champion Industries,Champion,DH6000T STD,DH6000T STD,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.27,,0.67,,,,,0.34,No,,No,,28,2.71,Yes,0.27,01/01/2019,09/10/2021,United States,ES_1027465_DH6000T STD_10262021143618_1001475
2390275,Champion Industries,Champion,UH330B,UH330B,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.23,No,0.16,0.72,,,,0.12,Yes,Exhaust Heat Exchanger,Yes,0.16,19,,Yes,0.23,04/29/2014,12/16/2021,United States,ES_1027465_UH330B_01062022075932_1001726
2392713,Champion Industries,Champion,UH330ADA,UH330ADA,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.28,No,0.14,0.64,,,,0.15,Yes,Exhaust Heat Exchanger,Yes,0.14,24,,Yes,0.28,01/14/2022,01/14/2022,United States,ES_1027465_UH330ADA_02032022095315_1001844
2648448,Champion Industries,Champion,DH6000T VHR C,DH6000T VHR C,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.23,No,0.71,,,,,0.36,Yes,Exhaust Heat Exchanger,Yes,0.21,28,,Yes,0.23,01/05/2019,01/20/2023,United States,ES_1027465_DH6000T VHR C_03162023105027_1001988
2648449,Champion Industries,Champion,EUCCW6,EUCCW6,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.48,,,,58.5,,,0.46,No,,No,,,,No,,03/30/2016,05/26/2023,United States,ES_1027465_EUCCW6_06152023141147_1002065
2648450,Champion Industries,Champion,EUCCW6-HRU,EUCCW6-HRU,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.05,,,,58.5,,,0.46,Yes,Exhaust Heat Exchanger,Yes,0.05,,,No,,03/30/2016,05/26/2023,United States,ES_1027465_EUCCW6-HRU_06152023141147_1002066
2648451,Champion Industries,Champion,EUCCW4,EUCCW4,,,Single Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.56,,,,60,,,0.5,No,,No,,,,No,,08/21/2015,05/12/2023,United States,ES_1027465_EUCCW4_06152023143642_1002107
2648452,Champion Industries,Champion,EUCCW4-HRU,EUCCW4-HRU,,,Single Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.57,,,,55.8,,,0.46,Yes,Exhaust Heat Exchanger,Yes,0.07,,,No,,08/21/2015,05/26/2023,United States,ES_1027465_EUCCW4-HRU_06152023143642_1002108
2667882,Champion Industries,Champion,EUCCW8-HRU,EUCCW8-HRU,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,6.08,,,,56.2,,,0.56,Yes,Exhaust Heat Exchanger,Yes,0.04,,,No,,03/30/2016,07/18/2023,United States,ES_1027465_EUCCW8-HRU_09082023134710_1002151
2667883,Champion Industries,Champion,EUCCW8,EUCCW8,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,6.12,,,,58.2,,,0.54,No,,No,,,,No,,03/30/2016,06/29/2023,United States,ES_1027465_EUCCW8 _09082023134710_1002152
2683992,Champion Industries,Champion,90PRO-HD,90PRO-HD,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.8,No,0.84,0.39,,,,0.25,No,,No,,,,No,,09/01/2023,08/03/2023,United States,ES_1027465_90PRO-HD_10112023150248_1002151
2683993,Champion Industries,Champion,54PRO,54PRO,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.8,No,0.84,0.39,,,,0.25,No,,No,,,,No,,09/01/2023,08/03/2023,United States,ES_1027465_54PRO_10112023150248_1002152
2683994,Champion Industries,Champion,76PRO,76PRO,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.8,No,0.84,0.39,,,,0.25,No,,No,,,,No,,09/01/2023,08/03/2023,United States,ES_1027465_76PRO_10112023150248_1002153
2683995,Champion Industries,Champion,76PRO-FF,76PRO-FF,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.8,No,0.84,0.39,,,,0.25,No,,No,,,,No,,09/01/2023,08/03/2023,United States,ES_1027465_76PRO-FF_10112023150248_1002154
3423348,Champion Industries,Champion,UH140B,UH140B,,,Under Counter - Glasswasher,Hot Water Sanitizing (High Temp) Machine,,0.25,No,0.25,0.84,,,,0.27,No,,No,,24,,Yes,0.25,02/01/2013,04/15/2021,United States,ES_1027465_UH140B_03252024112731_1002761
3543497,Champion Industries,Champion,EUCC4,EUCC4,,,Single Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,3.44,,,,50,,,0.35,No,,No,,,,No,,08/21/2015,05/11/2024,United States,ES_1027465_EUCC4_06132024140254_1002908
3543563,Champion Industries,Champion,EUCC4-HRU,EUCC4-HRU,,,Single Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,3.63,No,0.25,,50,,,0.29,Yes,Exhaust Heat Exchanger,Yes,0.29,,,No,,08/21/2015,05/11/2024,United States,ES_1027465_EUCC4-HRU_06132024140254_1002909
3543564,Champion Industries,Champion,EUCC6-HRU,EUCC6-HRU,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,3.47,No,0.19,,50,,,0.3,Yes,Exhaust Heat Exchanger,Yes,0.30,,,No,,08/21/2015,05/11/2024,United States,ES_1027465_EUCC6-HRU_06182024115922_1002962
3543565,Champion Industries,Champion,EUCC6,EUCC6,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,3.81,,,,50,,,0.31,No,,No,,,,No,,08/21/2015,05/15/2024,United States,ES_1027465_EUCC6_06182024115922_1002961
3619488,Champion Industries,Champion,EUCC8-HRU,EUCC8-HRU,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,4.9,No,0.17,,50,,,0.34,Yes,Exhaust Heat Exchanger,Yes,0.04,,,No,,08/21/2015,08/06/2024,United States,ES_1027465_EUCC8-HRU_08082024113803_1003515
3619489,Champion Industries,Champion,EUCC8,EUCC8,,,Multiple Tank Flight-type,Hot Water Sanitizing (High Temp) Machine,,5.2,,,,50,,,0.33,No,,No,,,,No,,08/21/2015,07/12/2024,United States,ES_1027465_EUCC8_08082024113803_1003514
3812991,Champion Industries,Champion,64 PRO VHR,64 PRO VHR,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.69,No,0.19,0.29,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.11,,,No,,09/10/2019,11/15/2024,United States,ES_1027465_64 PRO VHR_11202024092352_1003695
3812992,Champion Industries,Champion,86 PRO VHR,86 PRO VHR,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.69,No,0.19,0.29,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.11,,,No,,09/10/2019,11/15/2024,United States,ES_1027465_86 PRO VHR_11202024092352_1003696
3812993,Champion Industries,Champion,86FF PRO VHR,86FF PRO VHR,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.69,No,0.19,0.29,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.11,,,No,,09/10/2019,11/15/2024,United States,ES_1027465_86FF PRO VHR_11202024092352_1003697
3812994,Champion Industries,Champion,100HD PRO VHR,100HD PRO VHR,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.69,No,0.19,0.29,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.11,,,No,,09/10/2019,11/15/2024,United States,ES_1027465_100HD PRO VHR_11202024092352_1003698
3814877,Champion Industries,Champion,80PRO-HD HRU,80PRO-HD HRU,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.14,No,0.18,0.46,,,,0.2,Yes,Exhaust Heat Exchanger,Yes,0.21,208,,No,,01/01/2017,06/11/2021,United States,ES_1027465_80PRO-HD HRU_11252024143919_1002202
3814878,Champion Industries,Champion,80PRO-HD STD,80PRO-HD STD,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,0.85,No,0.1,0.47,,,,0.22,No,,No,,208,,No,,01/01/2017,07/09/2021,United States,ES_1027465_80PRO-HD STD_11252024144159_1002248
3814879,Champion Industries,Champion,80PRO-HD VHR,80PRO-HD VHR,,,Single Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.07,No,0.25,0.46,,,,0.22,Yes,Supplemental Heat Pump,Yes,0.23,208,,No,,01/01/2017,08/06/2021,United States,ES_1027465_80PRO-HD VHR_11252024144551_1002294
3994308,Champion Industries,Champion,64 PRO HRU,64 PRO HRU,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.56,No,0.53,0.28,,,,0.24,Yes,Exhaust Heat Exchanger,Yes,0.07,,,No,,09/10/2019,01/23/2025,United States,ES_1027465_64 PRO HRU_02072025101935_1002386
3994309,Champion Industries,Champion,86 PRO HRU,86 PRO HRU,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.56,No,0.53,0.28,,,,0.24,Yes,Exhaust Heat Exchanger,Yes,0.07,,,No,,09/10/2019,01/23/2025,United States,ES_1027465_86 PRO HRU_02072025101935_1002387
3994310,Champion Industries,Champion,86FF PRO HRU,86FF PRO HRU,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.56,No,0.53,0.28,,,,0.24,Yes,Exhaust Heat Exchanger,Yes,0.07,,,No,,09/10/2019,01/23/2025,United States,ES_1027465_86FF PRO HRU_02072025101935_1002388
3994311,Champion Industries,Champion,100HD PRO HRU,100HD PRO HRU,,,Multiple Tank Rack Conveyor,Hot Water Sanitizing (High Temp) Machine,,1.56,No,0.53,0.28,,,,0.24,Yes,Exhaust Heat Exchanger,Yes,0.07,,,No,,09/10/2019,01/23/2025,United States,ES_1027465_100HD PRO HRU_02072025101935_1002389
2374547,"Clark Core Services, LLC",Noble,WareForce HT-180,WareForce HT-180,",WareForce HT-180,WareForce models are identical to Tempstar model, but sold to chemical dealers and have different decals",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,09/16/2020,03/03/2021,United States,ES_1138870_WareForce HT-180_03032021083902_2009953
2374548,"Clark Core Services, LLC",Noble,HT180EC1,HT180EC1,",HT180EC1,Identical to Tempstar but only available in single phase rating",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,09/16/2020,03/03/2021,United States,ES_1138870_HT180EC1_03032021083902_6417500
2374549,"Clark Core Services, LLC",Noble,HT180EC3,HT180EC3,",HT180EC3,Identical to Tempstar but only available in three phase rating",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,09/16/2020,03/03/2021,United States,ES_1138870_HT180EC3_03032021083902_6122224
2392711,Insinger Machine Company,Insinger,CX20,CX20,"?,?,?",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.01,No,0.49,0.67,,,,0.28,No,,No,,57,,No,,05/04/2020,01/14/2022,United States,ES_1027478_CX20_02032022074248_1001813
2371479,"Jackson WWS, Inc.",Jackson,Dynastar HH-E,Dynastar HH-E,,,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.32,No,0.15,0.72,,,,0.33,No,,No,,57,2.71,No,,12/19/2020,12/29/2020,United States,ES_1027479_Dynastar HH-E_12212020064811_1391565
2374540,"Jackson WWS, Inc.",Jackson,Tempstar,Tempstar,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_Tempstar_03032021083900_3436853
2374542,"Jackson WWS, Inc.",Jackson,WareForce HT-180,WareForce HT-180,",WareForce HT-180,WareForce models are identical to Tempstar model, but sold to chemical dealers and have different decals.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_WareForce HT-180_03032021083901_3584848
2374543,"Jackson WWS, Inc.",Jackson,NXP-HTD,NXP-HTD,",NXP-HTD,model is identical to Tempstar model, but has a smaller control box, lower placement of control box and different decals",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_NXP-HTD_03032021083901_1142350
2374544,"Jackson WWS, Inc.",Jackson,WareForce NXP-180,WareForce NXP-180,",WareForce NXP-180,Identical to Tempstar but has a smaller control box,
lower placement of control box and different decals.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_WareForce NXP-180_03032021083901_1185092
2374545,"Jackson WWS, Inc.",Jackson,HT180EC1,HT180EC1,",HT180EC1,Identical to Tempstar but only available in single phase rating",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_HT180EC1_03032021083901_4866724
2374546,"Jackson WWS, Inc.",Jackson,HT180EC3,HT180EC3,",HT180EC3,Identical to Tempstar but only available in three phase
rating",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_HT180EC3_03032021083901_8395712
2374651,"Jackson WWS, Inc.",Jackson,Conserver XL2,Conserver XL2,,,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1027479_Conserver XL2_03082021144944_7331659
2374652,"Jackson WWS, Inc.",Jackson,Conserver XL2-CML,Conserver XL2-CML,",Conserver XL2-CML,CML models are designed to fit into corners and have the doors moved to accommodate installation.",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1027479_Conserver XL2-CML_03082021144944_448267
2374653,"Jackson WWS, Inc.",Jackson,Conserver XL2-CMR,Conserver XL2-CMR,",Conserver XL2-CMR,CMR models are designed to fit into corners and have the doors moved to accommodate installation.",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1027479_Conserver XL2-CMR_03082021144944_4367776
2374657,"Jackson WWS, Inc.",Jackson,WareForce 2,WareForce 2,",WareForce 2,Identical to Conserver XL2",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1027479_WareForce 2_03082021144944_9504874
2374658,"Jackson WWS, Inc.",Jackson,WareForce 2-CML,WareForce 2-CML,",WareForce 2-CML,Identical to Conserver XL2",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1027479_WareForce 2-CML_03082021144945_7364109
2374659,"Jackson WWS, Inc.",Jackson,WareForce 2-CMR,WareForce 2-CMR,",WareForce 2-CMR,Identical to Conserver XL2",,Stationary Single Tank Door - Dump and Fill,Chemical Sanitizing (Low Temp) Machine,0,,,,1.16,,,0.01,,No,,No,,78,,No,,01/30/2013,03/09/2021,United States,ES_1027479_WareForce 2-CMR_03082021144945_8434101
2375553,"Jackson WWS, Inc.",Jackson,Conserver XL-E,Conserver XL-E,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0,,No,0,1.02,,,0.01,,No,,No,,39,,No,,10/04/2017,03/30/2021,United States,ES_1027479_Conserver XL-E_03302021115026_268518
2375555,"Jackson WWS, Inc.",Jackson,Conserver XL-E-FL,Conserver XL-E-FL,",Conserver XL-E-FL,""-FL"" Indicates Front Loading configuration",,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0,,No,0,1.02,,,0.01,,No,,No,,39,,No,,10/04/2017,03/30/2021,United States,ES_1027479_Conserver XL-E-FL_03302021115026_9872537
2375556,"Jackson WWS, Inc.",Jackson,WareForce 1-E,WareForce 1-E,",WareForce 1-E,Identical to Conserver XL-E except for model name and markings.",,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0,,No,0,1.02,,,0.01,,No,,No,,39,,No,,10/04/2017,03/30/2021,United States,ES_1027479_WareForce 1-E_03302021115026_1005936
2375557,"Jackson WWS, Inc.",Jackson,WareForce 1-E-FL,WareForce 1-E-FL,",WareForce 1-E-FL,Identical to Conserver XL-E except for model name and markings, ""-FL"" Indicates Front Loading configuration",,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0,,No,0,1.02,,,0.01,,No,,No,,39,,No,,10/04/2017,03/30/2021,United States,ES_1027479_WareForce 1-E-FL_03302021115026_1613253
2376573,"Jackson WWS, Inc.",Jackson,Tempstar-VER,Tempstar-VER,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,01/30/2013,04/30/2021,United States,ES_1027479_Tempstar-VER_04292021164858_6724664
2376574,"Jackson WWS, Inc.",Jackson,WareForce HT-180-VER,WareForce HT-180-VER,",WareForce HT-180-VER,Identical to Tempstar-VER model, but sold to chemical dealers, and has different decals.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,01/30/2013,04/30/2021,United States,ES_1027479_WareForce HT-180-VER_04292021164858_761377
2376575,"Jackson WWS, Inc.",Jackson,NXP-HTD-VER,NXP-HTD-VER,",NXP-HTD-VER,Identical to Tempstar-VER, but has a smaller control box, lower placement of control box and different decals.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,01/30/2013,04/30/2021,United States,ES_1027479_NXP-HTD-VER_04292021164858_7930551
2376576,"Jackson WWS, Inc.",Jackson,WareForce NXP-180-VER,WareForce NXP-180-VER,",WareForce NXP-180-VER,Identical to Tempstar-VER, but has a smaller control box, lower placement of control box, and different decals",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,01/30/2013,04/30/2021,United States,ES_1027479_WareForce NXP-180-VER_04292021164858_2342911
2376577,"Jackson WWS, Inc.",Jackson,HT180EC1-VER,HT180EC1-VER,",HT180EC1-VER,Identical to Tempstar-VER, but only available in single phase rating.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,01/30/2013,04/30/2021,United States,ES_1027479_HT180EC1-VER_04292021164858_2950229
2376578,"Jackson WWS, Inc.",Jackson,HT180EC3-VER,HT180EC3-VER,",HT180EC3-VER,Identical to Tempstar-VER, but only available in three phase rating.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.16,0.86,,,,0.17,Yes,Exhaust Heat Exchanger,Yes,0.19,39,,No,,01/30/2013,04/30/2021,United States,ES_1027479_HT180EC3-VER_04292021164858_8099908
2377830,"Jackson WWS, Inc.",Jackson,Tempstar/NB,Tempstar/NB,",Tempstar/NB,""NB"" indicates units that ship without optional rinse
booster",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_Tempstar/NB_05052021152036_8032190
2377831,"Jackson WWS, Inc.",Jackson,WareForce HT-180/NB,WareForce HT-180/NB,",WareForce HT-180/NB,Identical to Tempstar model, but sold to chemical
dealers, has different decals and ships without optional rinse booster.",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_WareForce HT-180/NB_05052021152036_1905786
2377832,"Jackson WWS, Inc.",Jackson,NXP-HTD/NB,NXP-HTD/NB,",NXP-HTD/NB,Identical to Tempstar, but has a smaller control box,
lower placement of control box and different decals and ships without rinse booster",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_NXP-HTD/NB_05052021152036_2249398
2377833,"Jackson WWS, Inc.",Jackson,WareForce NXP-180/NB,WareForce NXP-180/NB,",WareForce NXP-180/NB,Identical to Tempstar but has a smaller control box,
lower placement of control box, different decals and
ships without rinse booster",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.45,No,0.25,0.88,,,,0.32,No,,No,,61,,No,,01/30/2013,03/03/2021,United States,ES_1027479_WareForce NXP-180/NB_05052021152036_9200364
2377835,"Jackson WWS, Inc.",Jackson,Conserver XL-E-LTH,Conserver XL-E-LTH,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.14,,No,,1.03,,,0.15,,No,,No,,37,,No,,10/04/2017,05/13/2021,United States,ES_1027479_Conserver XL-E-LTH_04282021145006_4541284
2377836,"Jackson WWS, Inc.",Jackson,WareForce 1-E-LTH,WareForce 1-E-LTH,,,Stationary Single Tank Door,Chemical Sanitizing (Low Temp) Machine,0.14,,No,,1.03,,,0.15,,No,,No,,37,,No,,10/04/2017,05/13/2021,United States,ES_1027479_WareForce 1-E-LTH_04282021145006_9690515
2378668,"Jackson WWS, Inc.",Jackson,Dynastar HH/NB-E,Dynastar HH/NB-E,",Dynastar HH/NB-E,Identical to Dynastar HH-E except that it does not have an internal booster",,Stationary Single Tank Door - PPU,Hot Water Sanitizing (High Temp) Machine,,0.32,No,0.15,0.72,,,,0.33,No,,No,,57,2.71,No,,12/19/2020,12/29/2020,United States,ES_1027479_Dynastar HH/NB-E_06012021071234_5731927
2378705,"Jackson WWS, Inc.",Jackson,Delta 5E,Delta 5E,,,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.07,,,,1.15,,,0.01,,No,,No,,29,,No,,01/30/2013,06/02/2021,United States,ES_1027479_Delta 5E_06022021115102_4005243
2378706,"Jackson WWS, Inc.",Jackson,WareForce DG,WareForce DG,",WareForce DG,Same as Delta 5. Offered only to Chemical Dealers. Has different decals.",,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.07,,,,1.15,,,0.01,,No,,No,,29,,No,,01/30/2013,06/02/2021,United States,ES_1027479_WareForce DG_06022021115345_7841761
2378709,"Jackson WWS, Inc.",Jackson,WareForce DG-E,WareForce DG-E,",WareForce DG-E,Same as Delta 5. Offered only to Chemical Dealers. Has different decals.",,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.07,,,,1.15,,,0.01,,No,,No,,29,,No,,01/30/2013,06/02/2021,United States,ES_1027479_WareForce DG-E_06022021115345_7503610
2378985,"Jackson WWS, Inc.",Jackson,Delta 5,Delta 5,",Delta 5,Delta 5 and Delta 5E are the same with the exception of the timer.",,Under Counter - Glasswasher,Chemical Sanitizing (Low Temp) Machine,0.07,,,,1.15,,,0.01,,No,,No,,29,,No,,01/30/2013,06/02/2021,United States,ES_1027479_Delta 5_06022021115102_9866744
2381267,"Jackson WWS, Inc.",Jackson,Dynastar HH-E,Dynastar HH-E,,,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.32,No,0.15,0.72,,,,0.33,No,,No,,57,2.71,No,,12/19/2020,06/28/2021,United States,ES_1027479_Dynastar HH-E_06162021161454_4211389
2381268,"Jackson WWS, Inc.",Jackson,Dynastar HH/NB-E,Dynastar HH/NB-E,",Dynastar HH/NB-E,Identical to Dynastar HH-E except that it does not have an internal booster",,Stationary Single Tank Door,Hot Water Sanitizing (High Temp) Machine,,0.32,No,0.15,0.72,,,,0.33,No,,No,,57,2.71,No,,12/19/2020,06/28/2021,United States,ES_1027479_Dynastar HH/NB-E_06162021161454_1527063
